Accession	H3K4	H3K36	H2AK7	H2AZK14	H2BK11	H2BK16	H3Nterm	H3K9	H3K14	H3K18	H3K23	H3K27	H3K56	H4Nterm	H4K8	H4K12	H4K16	H2A	H2B	H3	H4	H2AZ
YKL188C 	0.0257656420	0.1399337290		-0.517955041			0.0372127580						-0.618170802	-0.188063846				0.4346105240	-0.016062048			0.4763094250
YKL189W 		-0.156857938		0.2621765260									0.0590061400					0.0185507770	0.1018414810			
YKL190W 	-0.310382302	0.1312045620	-0.319955782	-0.595177119	-0.405628965	-0.299823338	-0.314804832	-0.427156205	-0.398421716	-0.475105709	-0.060152607	-0.176665884		-0.302036754	-0.468375391	-0.347415805	-0.152523919	0.0034335900	0.0683764750	-0.051782330	-0.027689538	0.3311836950
YKL191W 	-0.166112798	-0.241107938		0.7070308920			0.3748033970						0.2411883880	0.2620570070				0.1453820040	0.0718046300	-0.026782330	0.0525961760	1.3010978790
YKL192C 	-0.166112798	-0.241107938		0.7070308920			0.3748033970						0.2411883880	0.2620570070				0.1453820040	0.0718046300	-0.026782330	0.0525961760	1.3010978790
YKL193C 	0.4066371330	-0.136982938		0.0257631090			0.1107902050						0.1551382170	0.3442906250				0.7841512220	0.2759007240	0.0984676700	0.2558818900	0.2756920190
YKL194C 	0.0704891890	0.1075795620	-0.058631919	0.1794289780	-0.055900027	0.2360763740	-0.222472350	-0.231471464	0.0005866870	-0.208214128	0.0537667650	-0.213584264	0.2399803010	-0.163538030	-0.055049051	-0.127426971	0.1160607490		0.1541780470	0.0964676700	0.0375104620	2.2023677359
YKL195W 	-0.167555493	-0.191920438		0.7147670520			0.2795855250						0.5665254930	0.3962276460					0.1482028730	-0.149282330	-0.026118110	1.2208824800
YKL196C 	-0.167555493	-0.191920438		0.7147670520			0.2795855250						0.5665254930	0.3962276460					0.1482028730	-0.149282330	-0.026118110	1.2208824800
YKL197C 	0.5523493320	-0.513875795	0.4945481940	0.6905857020	0.4117198170	0.4949921830	0.6402592850	0.6238605980	0.7078068630	0.7927788370	0.9346425350	0.5736925970	0.1370669100	0.7078497750	0.8281104090	0.6798889370	0.8346323240		0.3317451240	0.2089676700	0.1818818900	0.7720196230
YKL198C 	-0.272872231	0.0290170620	-0.130937259	0.4933623780	0.0029056150	-0.004901405	0.5594683630	0.2478414670	0.0273736520	0.2481059190	-0.151689966	0.2654497390	-0.056591474	0.6804385690	0.3126852710	0.3746258470	0.0304749110		0.0605337860	-0.147282330	-0.048118110	-0.415311781
YKL199C 	-0.272872231	0.0290170620	-0.130937259	0.4933623780	0.0029056150	-0.004901405	0.5594683630	0.2478414670	0.0273736520	0.2481059190	-0.151689966	0.2654497390	-0.056591474	0.6804385690	0.3126852710	0.3746258470	0.0304749110		0.0605337860	-0.147282330	-0.048118110	-0.415311781
YKL201C 	0.7687535880	-0.172932938		-1.210665225			-0.021937739							-0.101502143				-0.210488419	0.0493173940	-0.320282330	-0.252403824	-1.913879343
YKL202W 	-0.166112798	0.2396242050	-0.009878474	0.0436355390	-0.151346742	-0.136695579	-0.125811782	-0.462514971	0.1862751360	-0.517360142	-0.313923428	-0.541394249	0.1662132040	-0.182293065	-0.196486192	-0.132270616	0.0797081250	0.3366884760	0.1419800520	-0.114782330	-0.042975252	0.4407696800
YKL203C 	-0.166112798	0.2396242050	-0.009878474	0.0436355390	-0.151346742	-0.136695579	-0.125811782	-0.462514971	0.1862751360	-0.517360142	-0.313923428	-0.541394249	0.1662132040	-0.182293065	-0.196486192	-0.132270616	0.0797081250	0.3366884760	0.1419800520	-0.114782330	-0.042975252	0.4407696800
YKL204W 	-0.777815495	0.4563670620		-0.535415238			-0.609114621						0.2109134690	-0.420337747				0.1595413860	-0.020565861	-0.087282330	-0.162832395	1.1330703639
YKL205W 	-0.092535351	0.0186670620		0.8445407400			0.0357700630						0.5147200400	0.0788347370					0.1333770360	-0.028532330	0.0217390330	0.8387880130
YKL206C 	-0.092535351	0.0186670620		0.8445407400			0.0357700630						0.5147200400	0.0788347370					0.1333770360	-0.028532330	0.0217390330	0.8387880130
YKL207W 	0.0676037980	0.0107045620					0.4714639650						0.8212727450	0.4842320440					-0.003590362	0.0712176700	0.1205961760	0.6717920300
YKL208W 		-0.160482938		0.6085812030									0.1360292390						0.1206179080			-0.074244928
YKL209C 	-0.202180174	0.0795670620	-0.149031694	-0.285265337	-0.168401320	-0.283454076	0.3488348870	0.0194278140	-0.204691142	0.0715702040	-0.127906479	0.3477386010	0.7994524070	0.0846055170	-0.336522556	-0.036007311	-0.339425555		-0.199916293	-0.143032330	-0.126118110	-0.896928565
YKL210W 		-0.503232938		0.5724889320														-0.446386552	-0.088179587			0.7313944380
YKL211C 	-0.194966699	-0.417332938		1.1293791040			0.7484614130						0.5021604710	0.8896293500				-0.271654715	0.1870015520	-0.133032330	-0.215832395	-0.498634870
YKL212W 	0.2162013880	-0.056661509	0.9175781830	0.9726987990	0.8390597940	0.7800438330	0.5277290720	0.6432001150	0.6898051300	1.0880324500	1.2311307910	0.9778822860	0.5005631860	0.7035216900	0.7718012730	0.7143825870	0.3730260980	0.4373987580	0.3026402940	-0.039032330	0.0948818900	0.6341789830
YKL213C 	0.2162013880	-0.056661509	0.9175781830	0.9726987990	0.8390597940	0.7800438330	0.5277290720	0.6432001150	0.6898051300	1.0880324500	1.2311307910	0.9778822860	0.5005631860	0.7035216900	0.7718012730	0.7143825870	0.3730260980	0.4373987580	0.3026402940	-0.039032330	0.0948818900	0.6341789830
YKL214C 	-0.259887976	0.5430795620		0.6395199810			0.3387360210							0.2130053760				0.6957119899	0.0947047550	0.1697176700	0.0233104620	
YKL215C 	0.1974463520	-0.038832938		0.8326961530			0.5349425470						-0.282137580	0.4842320440				0.5007824430	0.1710105700	0.2172176700	0.2921676050	0.5309385280
YKL216W 	0.6345829500	-0.182032938		0.7170699340			0.7960703490						-0.150234589	0.7237194200				0.1786279060	0.2385806640	0.1024676700	0.2717390330	0.0587717830
YKL217W 	-1.098093795	-0.142920438					-1.070777034							-1.112831367				-0.105637072	0.2680604490	0.0559676700	0.1021676050	-0.788140698
YKL218C 	0.8812838020	-0.134732938		-0.115636005			0.3300798510							0.4106545960				0.4528184480	0.3707342210	0.3334676700	0.3217104620	-0.146991825
YKL219W 	0.7341289070	0.0514670620		-0.272141096			0.5104167310						0.4221102870	0.5866633910				0.0124061220	0.2272403760	0.1864676700	0.1589104620	0.0196866670
YKL220C 	0.6490099000	0.6504545620	0.3875879780	0.2507044670	0.1289428730	-0.089437026	0.5003178660	0.4941588660	0.0483503380	0.0712904930	-0.050110048	0.4821783720	-0.055432313	0.4467219720	0.2338057600	0.3972434230	0.3193550140	0.3743542720	0.4116520220	0.2964676700	0.2143104620	-0.159530795
YKL221W 	-0.329137338	-0.748732938	0.1547488240		0.2847752950	0.4619126950	-0.039250079	-0.248729901	0.2126465270	-0.113400920	0.1935036340	-0.150200573	-1.103028516	0.2202188510	0.1562987240	0.2951374560	0.2246967190	0.3847664220	0.1293017210	-0.039032330	0.0351676050	0.5543244510
YKL222C 	-0.329137338	-0.748732938	0.1547488240		0.2847752950	0.4619126950	-0.039250079	-0.248729901	0.2126465270	-0.113400920	0.1935036340	-0.150200573	-1.103028516	0.2202188510	0.1562987240	0.2951374560	0.2246967190	0.3847664220	0.1293017210	-0.039032330	0.0351676050	0.5543244510
YKL223W 	-1.653531385	-0.671732938	-1.271256211		-1.226565339	-1.439235419	-1.337675616	-0.589389227	-1.265876103	-1.682381793	-1.052068266	-0.756820542	-0.440094892	-1.427338886	-1.041290376	-0.443742865	-0.805514026		0.2514600940	0.6559676700	0.2327390330	-1.056376940
YKL224C 	-1.653531385	-0.671732938	-1.271256211		-1.226565339	-1.439235419	-1.337675616	-0.589389227	-1.265876103	-1.682381793	-1.052068266	-0.756820542	-0.440094892	-1.427338886	-1.041290376	-0.443742865	-0.805514026		0.2514600940	0.6559676700	0.2327390330	-1.056376940
YKR001C 	0.1397385510	0.1546003950		-0.113635205			-0.200831924						0.2774193940	0.1033605530					0.3139235060	0.0064676700	-0.000832395	1.3584887489
YKR002W 	0.1397385510	0.1546003950		-0.113635205			-0.200831924						0.2774193940	0.1033605530					0.3139235060	0.0064676700	-0.000832395	1.3584887489
YKR003W 	0.2594822390	0.0637670620		-0.108109165			0.0083588570						0.6067343220	0.2851401280					0.3045684160	-0.002532330	0.1374533190	-0.387518363
YKR004C 	0.4802145800	0.0095795620	0.1407880390	-0.077263594	0.4637541880	0.3608869710	0.4123134680	0.0526245400	0.0360479800	0.2346704660	0.2918508490	0.3283905400	-0.075651042	0.3818006960	0.2605426690	0.1172480410	0.2317767890	-0.260905494	0.1711215950	0.0509676700	-0.038403824	-0.033165741
YKR005C 	0.0127813870	0.3990170620		-0.400288367			-0.434548521						0.0825156040	-0.410238882				0.4541843650	0.3989088290	0.4467176700	0.3548818900	-0.571025809
YKR006C 	-0.219492515	-0.436375795					0.0357700630						0.2222725780	0.2461873620					0.1712204200	0.3527176700	0.2551437950	1.1634566420
YKR007W 	-0.219492515	-0.436375795					0.0357700630						0.2222725780	0.2461873620					0.1712204200	0.3527176700	0.2551437950	1.1634566420
YKR008W 	-0.409928260	0.1537670620		0.5172932120			-0.337887953						0.0499586850	-0.085632498					0.0270105810	-0.032032330	0.0415604620	
YKR009C 	-1.037500603	-0.203899605		-1.168056247			-0.411465400						-0.278036208	-0.447748953				0.1887240990	0.3046479490	0.3697176700	0.2943104620	-0.148982155
YKR010C 	0.7629828080	0.4049099190					-0.277294761						-0.574590791	0.1495267940				0.4289576470	-0.034694418	0.0544676700	-0.008260967	0.9208273460
YKR011C 	0.0560622380	-0.493947224		-0.179618353			0.0473116230						0.8830777080	-0.143340299				-0.102198691	0.0496220380	-0.093532330	-0.093118110	0.6901687990
YKR012C 	0.5653335880	0.2103503950		-0.106965501			0.0069161620						-0.309015023	0.3947849510				0.3593265460	0.1850923220	0.2344676700	0.1773104620	-0.360847786
YKR013W 	0.0560622380	-0.493947224		-0.179618353			0.0473116230						0.8830777080	-0.143340299				-0.102198691	0.0496220380	-0.093532330	-0.093118110	0.6901687990
YKR014C 	0.5206100410	0.0526420620		0.2951830760			-0.187847669						0.1738689820	0.1365425390				0.3937766820	0.1039881720	0.0304676700	0.1415961760	0.4347564970
YKR015C 	-0.151685848	0.0611837290	-0.050634544	-0.499651429	-0.042970347	0.0187761710	-0.832732352	-0.387571536	-0.061019948	-0.181502156	0.0650743190	0.0418699190	0.0478413160	-0.599231932	-0.201643626	-0.121562427	-0.092968808	0.1509790230	0.2928632520	-0.048282330	0.0097390330	-0.598807055
YKR016W 	-0.151685848	0.0611837290	-0.050634544	-0.499651429	-0.042970347	0.0187761710	-0.832732352	-0.387571536	-0.061019948	-0.181502156	0.0650743190	0.0418699190	0.0478413160	-0.599231932	-0.201643626	-0.121562427	-0.092968808	0.1509790230	0.2928632520	-0.048282330	0.0097390330	-0.598807055
YKR017C 	-0.060796060		-0.046232518	0.2440814510	0.2084665800	0.3217625570	-0.130139867	0.0793638930	0.1327030390	0.0543986400	0.5684283910	-0.000285917	0.3819715170	0.1293290630	0.2317907930	-0.002832113	0.3351303480	0.2166296410	0.2708013790	0.3524676700	0.3398104620	0.5398406780
YKR018C 	-0.238247550	0.4157670620	0.3985073840	0.6352141410	0.4468120370	0.6664359170	0.6316031150	0.9360450580	0.6887199860	0.5065756650	1.0248420680	0.4077831240	0.4133673310	0.5477106250	0.6955805160	0.5580242790	0.2195327090	0.2260180730	0.3127618260	0.2489676700	0.0910247480	0.7623571740
YKR019C 	0.4946415310	-0.048032938		0.9702758720			0.1454148860						0.4872504900	0.4928882140				0.2967813870	0.4948577890	0.3197176700	0.4449771280	0.8352912840
YKR020W 	0.4946415310	-0.048032938		0.9702758720			0.1454148860						0.4872504900	0.4928882140				0.2967813870	0.4948577890	0.3197176700	0.4449771280	0.8352912840
YKR021W 	0.5090684810	0.2034337290	0.4580462230		0.7037558130	0.6800284360	0.3906730430	0.3418798040	0.6957335130	0.3111605150	0.6225086600	0.2860480200	0.4947899390	0.5707937460	0.5688774630	0.4588711210	0.5632681600	0.3405254730	0.4726527700	0.2704676700	0.2825961760	0.4087311770
YKR022C 	0.0127813870	0.1440670620	0.5841872390	0.6165897400	0.5618343609	0.5024308210	-0.277294761	0.2896650280	1.1365523289	0.3858580270	0.8393586620	0.5262476680	-0.267322119	0.0644077870	0.3093292500	0.5974225650	0.5005093670	0.2707767570	0.1018208860	0.2902176700	0.1158818900	1.5954712870
YKR023W 	0.0127813870	0.1440670620	0.5841872390	0.6165897400	0.5618343609	0.5024308210	-0.277294761	0.2896650280	1.1365523289	0.3858580270	0.8393586620	0.5262476680	-0.267322119	0.0644077870	0.3093292500	0.5974225650	0.5005093670	0.2707767570	0.1018208860	0.2902176700	0.1158818900	1.5954712870
YKR024C 	-0.098306131	-0.001532938		-0.001419055			-0.395595754							-0.177964980					-0.201065739	-0.231782330	-0.226832395	1.8067175230
YKR025W 	-0.098306131	-0.001532938		-0.001419055			-0.395595754							-0.177964980					-0.201065739	-0.231782330	-0.226832395	1.8067175230
YKR026C 	0.5119538710	-0.023432938					0.6907536110						0.2555450730	0.5751218310				0.2960479620	0.0674326020	-0.061532330	-0.072403824	1.0472915070
YKR027W 		0.0789337290		0.1527204910									-0.035847061					0.2785215930	-0.164394384			0.1038774950
YKR028W 	0.3417158560	-0.002232938		-0.042847851			0.2492889290							0.1221155880				0.2487854270	0.1416487390	0.1122176700	0.1561676050	0.4642377980
YKR029C 	-0.020400599		0.0747387960	0.3650828490	-0.018882975	0.1136225580	0.2161069430	-0.273219302	0.1983994210	-0.102823690	0.1259087760	-0.386338340	0.0027921450	0.1682818300	-0.343646840	0.0642441560	-0.189243296	-0.245509465	0.0803167380	0.0212176700	0.0178818900	
YKR030W 	-0.020400599		0.0747387960	0.3650828490	-0.018882975	0.1136225580	0.2161069430	-0.273219302	0.1983994210	-0.102823690	0.1259087760	-0.386338340	0.0027921450	0.1682818300	-0.343646840	0.0642441560	-0.189243296	-0.245509465	0.0803167380	0.0212176700	0.0178818900	
YKR031C 	-0.235362160	-0.474590081	0.5049766400	1.0724557440	0.7138069170	0.4355728840	-0.326346393	0.5183741450	0.4416151970	0.4201180330	0.3754040890	0.0617028700	0.3467061690	0.0961470780	0.0493868180	0.7943430190	-0.017598097	0.1479884230	0.2649561440	0.2229676700	0.1693104620	1.2894666440
YKR032W 	-0.235362160	-0.474590081	0.5049766400	1.0724557440	0.7138069170	0.4355728840	-0.326346393	0.5183741450	0.4416151970	0.4201180330	0.3754040890	0.0617028700	0.3467061690	0.0961470780	0.0493868180	0.7943430190	-0.017598097	0.1479884230	0.2649561440	0.2229676700	0.1693104620	1.2894666440
YKR033C 	-0.672498756	-0.201982938		-0.192468894			-0.636525826							-0.581919592				0.1669622490	0.0294119590	0.0409676700	0.0684533190	0.7567793770
YKR034W 	-0.235362160	-0.474590081	0.5049766400	1.0724557440	0.7138069170	0.4355728840	-0.326346393	0.5183741450	0.4416151970	0.4201180330	0.3754040890	0.0617028700	0.3467061690	0.0961470780	0.0493868180	0.7943430190	-0.017598097	0.1479884230	0.2649561440	0.2229676700	0.1693104620	1.2894666440
YKR035C 	0.0055679120	0.7334670620		-0.264274049			-0.515339443						0.5053924540	-0.209704271					0.0934078390	0.4729676700	0.5165961760	-1.614206215
YKR035W-A 	-0.672498756	-0.201982938		-0.192468894			-0.636525826							-0.581919592				0.1669622490	0.0294119590	0.0409676700	0.0684533190	0.7567793770
YKR036C 	0.2984350050	0.3228295620		0.4302296280			0.1728260920							0.2519581420				0.1822528190	0.1649860070	0.2922176700	0.1994533190	
YKR037C 	0.5595628070	0.0983503950		0.4212127710			-0.117155612						0.1608292950	0.3356344540					-0.012863866	0.3063010040	0.1568818900	
YKR038C 	-0.036270244	-0.298304367					-0.187847669							-0.368400726					-0.393627130	0.0254676700	-0.072832395	
YKR039W 		-0.147545438		-0.157286876														-0.176287685	0.0122383870	-0.074282330	-0.153689538	0.7783548520
YKR040C 	-1.188983582	-0.600732938		-1.597970882			-0.762040295						-0.685748740	-1.034925834				-1.809314904	-1.000109661	-0.508782329	-0.965260967	-3.534370544
YKR041W 		-0.100232938		-1.016332288									0.5191009630					-1.331266976	-0.139068490	-0.229032330	-0.330403824	-1.112364603
YKR042W 	-1.188983582	-0.600732938		-1.597970882			-0.762040295						-0.685748740	-1.034925834				-1.809314904	-1.000109661	-0.508782329	-0.965260967	-3.534370544
YKR043C 	-0.007416344	-0.124045438	0.0786736750	0.4616271530	0.1907903250	0.0713844770	-0.109942136	-0.372103419	0.2365218710	0.1863901170	-0.195985367	-0.050705964	-0.014880346	0.1293290630	0.0670064840	0.2801975380	-0.142695023	-0.105419557	0.2928183800	-0.016782330	0.0654533190	0.7147957260
YKR044W 	-0.007416344	-0.124045438	0.0786736750	0.4616271530	0.1907903250	0.0713844770	-0.109942136	-0.372103419	0.2365218710	0.1863901170	-0.195985367	-0.050705964	-0.014880346	0.1293290630	0.0670064840	0.2801975380	-0.142695023	-0.105419557	0.2928183800	-0.016782330	0.0654533190	0.7147957260
YKR045C 	-0.108404997	0.0003503950		0.5866455730			0.1872530420						0.0891674940	0.2505154470				0.5107909550	0.3532285760	-0.086782330	-0.226546681	0.7172561500
YKR046C 	0.0661611030	0.1496837290	-0.015486901	0.0994338690	-0.476064401	-0.154006164	0.1497429710	0.3102952360	-0.138041890	0.1236862830	-0.329822807	-0.288755558	0.2242629570	0.3298636740	0.0998439520	0.3353664330	-0.446295475		-0.006802670	-0.072532330	-0.109975252	0.0762309830
YKR047W 	0.0661611030	0.1496837290	-0.015486901	0.0994338690	-0.476064401	-0.154006164	0.1497429710	0.3102952360	-0.138041890	0.1236862830	-0.329822807	-0.288755558	0.2242629570	0.3298636740	0.0998439520	0.3353664330	-0.446295475		-0.006802670	-0.072532330	-0.109975252	0.0762309830
YKR048C 	-0.053582585	-0.232982938	0.4718378430	1.2357400750	0.8093976880	0.6147199200	-0.137353342	0.4436152690	0.6640858970	0.5575681080	0.1728697430	0.1193401070	0.7830204020	0.3183221140	0.4329462060	0.5711583059	0.3845026150		0.1683399240	-0.036532330	0.0617390330	1.0764377279
YKR049C 	0.3691270620	-0.282649605		0.2988973130			-0.523995613						0.1413105430	-0.059663987				0.3925254560	0.5837285530	0.1262176700	0.1494533190	0.9114359930
YKR050W 	0.3691270620	-0.282649605		0.2988973130			-0.523995613						0.1413105430	-0.059663987				0.3925254560	0.5837285530	0.1262176700	0.1494533190	0.9114359930
YKR051W 	-0.190638614	0.1608384910	-0.336792221		0.0825603810	-0.090292399	-0.011838874	0.0235854790	0.2281943420	-0.214711561	-0.145793966	-0.215612711	-0.265835942	-0.127470654	-0.054885635	0.0889046270	0.1279296170	0.4056411370	0.1548907860	-0.009532330	0.1290247480	0.6025960900
YKR052C 	0.2609249340	-0.302090081	0.5893182200	1.6258818159	0.5852567690	0.6253958490	1.0456565910	1.3222389320	0.7711046940	1.0819777450	0.3735224200	0.5805358580	0.6789235960	0.7915260870	0.4540130970	0.8996788750	0.6191446830	-0.068887291	0.1731031870	-0.211282330	-0.225689538	0.2146654660
YKR053C 	-0.619119041	0.5040795620		-1.467839787			-0.114270222						0.5920338270	-0.351088385				-0.027942971	0.0506895570	0.1657176700	0.0807390330	-0.679765333
YKR054C 	0.5581201120	-0.105447224	0.7342853459	0.3544218650	0.6833348230	0.6003145230	-0.059447810	-0.231016820	0.7735828520	-0.340283119	0.4009184360	0.1363530600	-0.169878416	0.2216615460	0.4184628430	0.3169614170	0.5433656940	0.6450480280	0.0844214920	0.1474676700	0.0988104620	1.5234140679
YKR055W 	0.5581201120	-0.105447224	0.7342853459	0.3544218650	0.6833348230	0.6003145230	-0.059447810	-0.231016820	0.7735828520	-0.340283119	0.4009184360	0.1363530600	-0.169878416	0.2216615460	0.4184628430	0.3169614170	0.5433656940	0.6450480280	0.0844214920	0.1474676700	0.0988104620	1.5234140679
YKR056W 	-0.170440883	0.6295527760		-1.375941727			-0.763482990						-0.143744814	-0.623757747				0.2188957610	0.1302119510	0.1384676700	-0.098356205	-0.167561915
